datetime,coal,wind,hydro,solar,other,oil,nuclear,gas,year,month,month_date,weekday,hour,date,unit
2022-01-01 19:00:00,85641,33383.0,25375.0,7530.0,2443.0,95834.0,120630.0,62206.0,2022,1,01-01,Saturday,19,2022-01-01,Mwh
2022-01-01 20:00:00,85143,33516.0,25830.0,7578.0,2588.0,95777.0,121853.0,61017.0,2022,1,01-01,Saturday,20,2022-01-01,Mwh
2022-01-01 21:00:00,85095,33623.0,24571.0,7587.0,2759.0,95761.0,124284.0,60881.0,2022,1,01-01,Saturday,21,2022-01-01,Mwh
2022-01-01 22:00:00,85302,35908.0,20667.0,7482.0,2760.0,95771.0,129296.0,61571.0,2022,1,01-01,Saturday,22,2022-01-01,Mwh
2022-01-01 23:00:00,86307,38828.0,14290.0,7501.0,2819.0,95760.0,135456.0,63423.0,2022,1,01-01,Saturday,23,2022-01-01,Mwh
2022-01-02 00:00:00,88416,42831.0,5404.0,8153.0,2862.0,95770.0,139685.0,64861.0,2022,1,01-02,Sunday,0,2022-01-02,Mwh
2022-01-02 01:00:00,89728,45050.0,2946.0,9101.0,2867.0,95789.0,145149.0,65564.0,2022,1,01-02,Sunday,1,2022-01-02,Mwh
2022-01-02 02:00:00,88608,43590.0,111.0,8850.0,2835.0,95793.0,144397.0,65886.0,2022,1,01-02,Sunday,2,2022-01-02,Mwh
2022-01-02 03:00:00,87469,41245.0,100.0,8986.0,2862.0,95800.0,138854.0,65832.0,2022,1,01-02,Sunday,3,2022-01-02,Mwh
2022-01-02 04:00:00,85552,38770.0,88.0,8400.0,2723.0,95828.0,132597.0,65740.0,2022,1,01-02,Sunday,4,2022-01-02,Mwh
2022-01-02 05:00:00,81465,35227.0,51.0,8093.0,2785.0,96360.0,128448.0,61564.0,2022,1,01-02,Sunday,5,2022-01-02,Mwh
2022-01-02 06:00:00,81714,31772.0,19.0,7708.0,2726.0,95883.0,120288.0,61336.0,2022,1,01-02,Sunday,6,2022-01-02,Mwh
2022-01-02 07:00:00,79202,29241.0,28.0,7212.0,2918.0,95919.0,116364.0,59477.0,2022,1,01-02,Sunday,7,2022-01-02,Mwh
2022-01-02 08:00:00,77311,27320.0,16.0,6917.0,2943.0,95909.0,113852.0,58423.0,2022,1,01-02,Sunday,8,2022-01-02,Mwh
2022-01-02 09:00:00,76566,26418.0,17.0,7023.0,2947.0,95833.0,113206.0,57205.0,2022,1,01-02,Sunday,9,2022-01-02,Mwh
2022-01-02 10:00:00,77137,25744.0,20.0,6735.0,2965.0,95968.0,112100.0,55992.0,2022,1,01-02,Sunday,10,2022-01-02,Mwh
2022-01-02 11:00:00,78741,26075.0,16.0,6691.0,2992.0,95935.0,115601.0,55185.0,2022,1,01-02,Sunday,11,2022-01-02,Mwh
2022-01-02 12:00:00,81022,26861.0,12.0,6863.0,2998.0,95972.0,120742.0,53928.0,2022,1,01-02,Sunday,12,2022-01-02,Mwh
2022-01-02 13:00:00,85690,28461.0,201.0,7439.0,2387.0,96026.0,128790.0,52895.0,2022,1,01-02,Sunday,13,2022-01-02,Mwh
2022-01-02 14:00:00,89305,31613.0,1659.0,6975.0,3070.0,96015.0,136600.0,51740.0,2022,1,01-02,Sunday,14,2022-01-02,Mwh
2022-01-02 15:00:00,91877,33880.0,5637.0,7460.0,3193.0,95976.0,146683.0,49484.0,2022,1,01-02,Sunday,15,2022-01-02,Mwh
2022-01-02 16:00:00,94348,34364.0,16938.0,8296.0,2591.0,95989.0,151465.0,44546.0,2022,1,01-02,Sunday,16,2022-01-02,Mwh
2022-01-02 17:00:00,97051,32947.0,25883.0,7763.0,3225.0,96068.0,153081.0,38407.0,2022,1,01-02,Sunday,17,2022-01-02,Mwh
2022-01-02 18:00:00,99704,32852.0,27183.0,7670.0,3137.0,96066.0,156291.0,32612.0,2022,1,01-02,Sunday,18,2022-01-02,Mwh
2022-01-02 19:00:00,99493,32937.0,26519.0,8259.0,2505.0,95993.0,157247.0,30361.0,2022,1,01-02,Sunday,19,2022-01-02,Mwh
2022-01-02 20:00:00,98250,32768.0,25990.0,7634.0,3132.0,96019.0,158555.0,28665.0,2022,1,01-02,Sunday,20,2022-01-02,Mwh
2022-01-02 21:00:00,97231,32912.0,24802.0,7626.0,3367.0,96070.0,160834.0,27174.0,2022,1,01-02,Sunday,21,2022-01-02,Mwh
2022-01-02 22:00:00,99788,35453.0,23161.0,7595.0,3450.0,96182.0,166171.0,25224.0,2022,1,01-02,Sunday,22,2022-01-02,Mwh
2022-01-02 23:00:00,102884,38427.0,18864.0,7771.0,3518.0,96157.0,174051.0,23262.0,2022,1,01-02,Sunday,23,2022-01-02,Mwh
2022-01-03 00:00:00,107555,42272.0,6111.0,8231.0,3590.0,96176.0,187599.0,23801.0,2022,1,01-03,Monday,0,2022-01-03,Mwh
2022-01-03 01:00:00,108694,43619.0,2888.0,8897.0,3551.0,96209.0,195382.0,28015.0,2022,1,01-03,Monday,1,2022-01-03,Mwh
2022-01-03 02:00:00,107345,41733.0,81.0,8768.0,3037.0,96201.0,193549.0,32110.0,2022,1,01-03,Monday,2,2022-01-03,Mwh
2022-01-03 03:00:00,104766,39964.0,91.0,8607.0,2841.0,96253.0,187446.0,35147.0,2022,1,01-03,Monday,3,2022-01-03,Mwh
2022-01-03 04:00:00,99913,37777.0,88.0,8198.0,2622.0,96324.0,178438.0,37961.0,2022,1,01-03,Monday,4,2022-01-03,Mwh
2022-01-03 05:00:00,94394,34184.0,84.0,7666.0,2460.0,96109.0,159434.0,45280.0,2022,1,01-03,Monday,5,2022-01-03,Mwh
2022-01-03 06:00:00,93740,31174.0,66.0,7339.0,2689.0,96530.0,164149.0,40954.0,2022,1,01-03,Monday,6,2022-01-03,Mwh
2022-01-03 07:00:00,92364,27410.0,42.0,7190.0,2719.0,96526.0,158981.0,40983.0,2022,1,01-03,Monday,7,2022-01-03,Mwh
2022-01-03 08:00:00,91520,25264.0,35.0,6989.0,2894.0,96667.0,157587.0,40205.0,2022,1,01-03,Monday,8,2022-01-03,Mwh
2022-01-03 09:00:00,91853,24747.0,33.0,6749.0,3047.0,96634.0,159610.0,38638.0,2022,1,01-03,Monday,9,2022-01-03,Mwh
2022-01-03 10:00:00,92866,24417.0,36.0,6834.0,3114.0,96740.0,165364.0,37681.0,2022,1,01-03,Monday,10,2022-01-03,Mwh
2022-01-03 11:00:00,94941,26856.0,40.0,7211.0,3559.0,96840.0,175387.0,36292.0,2022,1,01-03,Monday,11,2022-01-03,Mwh
2022-01-03 12:00:00,97937,34063.0,39.0,7668.0,4291.0,96840.0,189591.0,35236.0,2022,1,01-03,Monday,12,2022-01-03,Mwh
2022-01-03 13:00:00,104054,38406.0,162.0,8161.0,4507.0,96912.0,202913.0,35049.0,2022,1,01-03,Monday,13,2022-01-03,Mwh
2022-01-03 14:00:00,109485,40640.0,1594.0,8784.0,4734.0,96960.0,213108.0,35336.0,2022,1,01-03,Monday,14,2022-01-03,Mwh
2022-01-03 15:00:00,111970,41845.0,6765.0,9485.0,4944.0,96981.0,212322.0,36022.0,2022,1,01-03,Monday,15,2022-01-03,Mwh
2022-01-03 16:00:00,112370,41268.0,19133.0,8828.0,5003.0,97000.0,205730.0,32519.0,2022,1,01-03,Monday,16,2022-01-03,Mwh
2022-01-03 17:00:00,113158,39374.0,27333.0,8642.0,5145.0,96971.0,196191.0,27339.0,2022,1,01-03,Monday,17,2022-01-03,Mwh
2022-01-03 18:00:00,112838,37216.0,30111.0,8457.0,4973.0,96113.0,188222.0,27655.0,2022,1,01-03,Monday,18,2022-01-03,Mwh
2022-01-03 19:00:00,109840,36176.0,30090.0,8567.0,4743.0,96075.0,179261.0,31075.0,2022,1,01-03,Monday,19,2022-01-03,Mwh
2022-01-03 20:00:00,105272,35629.0,30345.0,8722.0,4158.0,96010.0,172718.0,35626.0,2022,1,01-03,Monday,20,2022-01-03,Mwh
2022-01-03 21:00:00,101102,34970.0,28854.0,8666.0,4192.0,96103.0,169656.0,41110.0,2022,1,01-03,Monday,21,2022-01-03,Mwh
2022-01-03 22:00:00,99618,38029.0,24253.0,8846.0,4365.0,96228.0,175705.0,46503.0,2022,1,01-03,Monday,22,2022-01-03,Mwh
2022-01-03 23:00:00,101837,42629.0,14814.0,9153.0,4823.0,96312.0,183252.0,50987.0,2022,1,01-03,Monday,23,2022-01-03,Mwh
2022-01-04 00:00:00,106190,45607.0,4000.0,9607.0,5028.0,96296.0,194716.0,58185.0,2022,1,01-04,Tuesday,0,2022-01-04,Mwh
2022-01-04 01:00:00,107793,46332.0,2132.0,10163.0,4431.0,96287.0,197895.0,67098.0,2022,1,01-04,Tuesday,1,2022-01-04,Mwh
2022-01-04 02:00:00,107136,45046.0,72.0,10064.0,4303.0,96279.0,193625.0,73561.0,2022,1,01-04,Tuesday,2,2022-01-04,Mwh
2022-01-04 03:00:00,103929,42751.0,99.0,10445.0,3690.0,96339.0,184402.0,77390.0,2022,1,01-04,Tuesday,3,2022-01-04,Mwh
2022-01-04 04:00:00,98913,39989.0,127.0,9136.0,4240.0,96353.0,176536.0,78553.0,2022,1,01-04,Tuesday,4,2022-01-04,Mwh
2022-01-04 05:00:00,91798,36319.0,114.0,8363.0,2895.0,97005.0,162244.0,74360.0,2022,1,01-04,Tuesday,5,2022-01-04,Mwh
2022-01-04 06:00:00,92555,33051.0,108.0,8123.0,2832.0,96563.0,162105.0,78827.0,2022,1,01-04,Tuesday,6,2022-01-04,Mwh
2022-01-04 07:00:00,90545,31450.0,82.0,7919.0,2813.0,96719.0,155490.0,78165.0,2022,1,01-04,Tuesday,7,2022-01-04,Mwh
2022-01-04 08:00:00,90160,29909.0,64.0,8486.0,2128.0,96735.0,154722.0,77779.0,2022,1,01-04,Tuesday,8,2022-01-04,Mwh
2022-01-04 09:00:00,91205,28430.0,58.0,7879.0,2617.0,96799.0,154499.0,77896.0,2022,1,01-04,Tuesday,9,2022-01-04,Mwh
2022-01-04 10:00:00,91610,30322.0,68.0,8170.0,2938.0,96919.0,159035.0,77686.0,2022,1,01-04,Tuesday,10,2022-01-04,Mwh
2022-01-04 11:00:00,93015,34042.0,56.0,8598.0,3019.0,96934.0,169571.0,77287.0,2022,1,01-04,Tuesday,11,2022-01-04,Mwh
2022-01-04 12:00:00,97303,39216.0,53.0,8903.0,3515.0,96930.0,184808.0,78288.0,2022,1,01-04,Tuesday,12,2022-01-04,Mwh
2022-01-04 13:00:00,103666,42844.0,802.0,9296.0,4239.0,96912.0,196585.0,78945.0,2022,1,01-04,Tuesday,13,2022-01-04,Mwh
2022-01-04 14:00:00,105501,42986.0,4989.0,9457.0,3967.0,96910.0,196960.0,79185.0,2022,1,01-04,Tuesday,14,2022-01-04,Mwh
2022-01-04 15:00:00,104664,41746.0,11538.0,9832.0,3017.0,96898.0,189260.0,78374.0,2022,1,01-04,Tuesday,15,2022-01-04,Mwh
2022-01-04 16:00:00,103263,39096.0,20639.0,9554.0,2507.0,96844.0,177392.0,75780.0,2022,1,01-04,Tuesday,16,2022-01-04,Mwh
2022-01-04 17:00:00,100643,35804.0,28155.0,8866.0,2554.0,96709.0,164309.0,73878.0,2022,1,01-04,Tuesday,17,2022-01-04,Mwh
2022-01-04 18:00:00,98560,32798.0,29231.0,9012.0,2347.0,96679.0,154886.0,74655.0,2022,1,01-04,Tuesday,18,2022-01-04,Mwh
2022-01-04 19:00:00,94936,30985.0,28768.0,9570.0,1594.0,96629.0,146909.0,74640.0,2022,1,01-04,Tuesday,19,2022-01-04,Mwh
2022-01-04 20:00:00,93066,30003.0,27224.0,9554.0,1583.0,96344.0,146364.0,73494.0,2022,1,01-04,Tuesday,20,2022-01-04,Mwh
2022-01-04 21:00:00,92782,29849.0,24565.0,8960.0,2275.0,96476.0,149386.0,72185.0,2022,1,01-04,Tuesday,21,2022-01-04,Mwh
2022-01-04 22:00:00,95179,33777.0,20516.0,9811.0,1700.0,96559.0,156724.0,70938.0,2022,1,01-04,Tuesday,22,2022-01-04,Mwh
2022-01-04 23:00:00,100786,37123.0,16237.0,9345.0,2484.0,96545.0,167058.0,68621.0,2022,1,01-04,Tuesday,23,2022-01-04,Mwh
2022-01-05 00:00:00,107674,40839.0,5436.0,9332.0,2636.0,96539.0,179861.0,68379.0,2022,1,01-05,Wednesday,0,2022-01-05,Mwh
2022-01-05 01:00:00,110744,42154.0,2924.0,10200.0,2845.0,96547.0,185059.0,70277.0,2022,1,01-05,Wednesday,1,2022-01-05,Mwh
2022-01-05 02:00:00,107386,41514.0,60.0,10334.0,2990.0,96601.0,182166.0,74907.0,2022,1,01-05,Wednesday,2,2022-01-05,Mwh
2022-01-05 03:00:00,102964,39926.0,77.0,9587.0,2923.0,96518.0,173201.0,76336.0,2022,1,01-05,Wednesday,3,2022-01-05,Mwh
2022-01-05 04:00:00,97508,37563.0,75.0,9171.0,2742.0,96501.0,161717.0,76993.0,2022,1,01-05,Wednesday,4,2022-01-05,Mwh
2022-01-05 05:00:00,91271,34838.0,65.0,8486.0,2405.0,96453.0,157938.0,74740.0,2022,1,01-05,Wednesday,5,2022-01-05,Mwh
2022-01-05 06:00:00,90081,31916.0,55.0,9066.0,1717.0,96420.0,140758.0,75519.0,2022,1,01-05,Wednesday,6,2022-01-05,Mwh
2022-01-05 07:00:00,88730,29116.0,14.0,8121.0,1730.0,96292.0,136150.0,74230.0,2022,1,01-05,Wednesday,7,2022-01-05,Mwh
2022-01-05 08:00:00,88014,26572.0,9.0,8015.0,1780.0,96160.0,133566.0,73085.0,2022,1,01-05,Wednesday,8,2022-01-05,Mwh
2022-01-05 09:00:00,87593,25899.0,14.0,7948.0,1776.0,96259.0,131215.0,73745.0,2022,1,01-05,Wednesday,9,2022-01-05,Mwh
2022-01-05 10:00:00,87280,25555.0,11.0,7294.0,2467.0,96273.0,135856.0,75336.0,2022,1,01-05,Wednesday,10,2022-01-05,Mwh
2022-01-05 11:00:00,89074,28317.0,13.0,8134.0,2429.0,96333.0,142831.0,76221.0,2022,1,01-05,Wednesday,11,2022-01-05,Mwh
2022-01-05 12:00:00,94132,32835.0,9.0,8382.0,2663.0,96413.0,153834.0,76863.0,2022,1,01-05,Wednesday,12,2022-01-05,Mwh
2022-01-05 13:00:00,101285,36310.0,243.0,8575.0,2821.0,96369.0,165380.0,77122.0,2022,1,01-05,Wednesday,13,2022-01-05,Mwh
2022-01-05 14:00:00,108474,38341.0,1739.0,8920.0,2879.0,96376.0,171135.0,75663.0,2022,1,01-05,Wednesday,14,2022-01-05,Mwh
2022-01-05 15:00:00,108415,38782.0,7107.0,9721.0,2879.0,96366.0,170761.0,72785.0,2022,1,01-05,Wednesday,15,2022-01-05,Mwh
2022-01-05 16:00:00,104712,36983.0,18593.0,8961.0,2795.0,96299.0,164675.0,68549.0,2022,1,01-05,Wednesday,16,2022-01-05,Mwh
2022-01-05 17:00:00,104026,34202.0,25945.0,8940.0,2680.0,96285.0,160262.0,65181.0,2022,1,01-05,Wednesday,17,2022-01-05,Mwh
2022-01-05 18:00:00,104446,32514.0,27364.0,8703.0,2644.0,96232.0,158171.0,59962.0,2022,1,01-05,Wednesday,18,2022-01-05,Mwh
2022-01-05 19:00:00,103253,31783.0,28044.0,8464.0,2588.0,96258.0,155238.0,56084.0,2022,1,01-05,Wednesday,19,2022-01-05,Mwh
2022-01-05 20:00:00,100781,30458.0,27896.0,9201.0,1920.0,96197.0,155916.0,53818.0,2022,1,01-05,Wednesday,20,2022-01-05,Mwh
2022-01-05 21:00:00,99763,31820.0,27028.0,8574.0,2681.0,96131.0,155592.0,53934.0,2022,1,01-05,Wednesday,21,2022-01-05,Mwh
2022-01-05 22:00:00,99846,33725.0,24191.0,9211.0,1979.0,96127.0,160618.0,55310.0,2022,1,01-05,Wednesday,22,2022-01-05,Mwh
2022-01-05 23:00:00,101641,36455.0,17557.0,8622.0,2800.0,96203.0,169760.0,58206.0,2022,1,01-05,Wednesday,23,2022-01-05,Mwh
2022-01-06 00:00:00,107019,39177.0,5699.0,9013.0,2950.0,96127.0,180848.0,61097.0,2022,1,01-06,Thursday,0,2022-01-06,Mwh
2022-01-06 01:00:00,107789,41755.0,2643.0,9701.0,2984.0,96174.0,185781.0,65260.0,2022,1,01-06,Thursday,1,2022-01-06,Mwh
2022-01-06 02:00:00,106585,41283.0,55.0,9929.0,2943.0,96213.0,181944.0,66584.0,2022,1,01-06,Thursday,2,2022-01-06,Mwh
2022-01-06 03:00:00,104792,38658.0,68.0,9387.0,2786.0,96264.0,174933.0,67071.0,2022,1,01-06,Thursday,3,2022-01-06,Mwh
2022-01-06 04:00:00,101849,36251.0,53.0,8599.0,2596.0,96103.0,163934.0,67439.0,2022,1,01-06,Thursday,4,2022-01-06,Mwh
2022-01-06 05:00:00,98020,33790.0,44.0,8502.0,2421.0,96143.0,152996.0,69560.0,2022,1,01-06,Thursday,5,2022-01-06,Mwh
2022-01-06 06:00:00,93005,31630.0,20.0,7696.0,2339.0,96132.0,143760.0,69511.0,2022,1,01-06,Thursday,6,2022-01-06,Mwh
2022-01-06 07:00:00,91201,29678.0,17.0,7362.0,2405.0,96143.0,138338.0,69030.0,2022,1,01-06,Thursday,7,2022-01-06,Mwh
2022-01-06 08:00:00,91488,27924.0,12.0,7262.0,2442.0,96173.0,135416.0,67257.0,2022,1,01-06,Thursday,8,2022-01-06,Mwh
2022-01-06 09:00:00,92311,27377.0,19.0,7285.0,2520.0,96228.0,136042.0,66476.0,2022,1,01-06,Thursday,9,2022-01-06,Mwh
2022-01-06 10:00:00,94728,28171.0,14.0,7261.0,2672.0,96323.0,141309.0,64164.0,2022,1,01-06,Thursday,10,2022-01-06,Mwh
2022-01-06 11:00:00,97776,30609.0,12.0,7645.0,2969.0,96366.0,149498.0,64430.0,2022,1,01-06,Thursday,11,2022-01-06,Mwh
2022-01-06 12:00:00,103308,35070.0,18.0,7955.0,3691.0,96696.0,163571.0,64897.0,2022,1,01-06,Thursday,12,2022-01-06,Mwh
2022-01-06 13:00:00,111211,37162.0,450.0,8531.0,4024.0,96761.0,175634.0,65200.0,2022,1,01-06,Thursday,13,2022-01-06,Mwh
2022-01-06 14:00:00,113361,37934.0,3670.0,8765.0,4764.0,96703.0,181268.0,65647.0,2022,1,01-06,Thursday,14,2022-01-06,Mwh
2022-01-06 15:00:00,113093,38710.0,9711.0,9954.0,4929.0,96696.0,178804.0,63251.0,2022,1,01-06,Thursday,15,2022-01-06,Mwh
2022-01-06 16:00:00,111536,38518.0,18820.0,9592.0,4551.0,96788.0,172751.0,60696.0,2022,1,01-06,Thursday,16,2022-01-06,Mwh
2022-01-06 17:00:00,110428,35619.0,26868.0,9081.0,4681.0,96906.0,166308.0,57581.0,2022,1,01-06,Thursday,17,2022-01-06,Mwh
2022-01-06 18:00:00,110696,33649.0,30862.0,8974.0,4667.0,96890.0,162555.0,54277.0,2022,1,01-06,Thursday,18,2022-01-06,Mwh
2022-01-06 19:00:00,111336,32362.0,31598.0,8813.0,4589.0,96741.0,162589.0,51283.0,2022,1,01-06,Thursday,19,2022-01-06,Mwh
2022-01-06 20:00:00,113938,32064.0,30561.0,8701.0,4645.0,96823.0,163930.0,46678.0,2022,1,01-06,Thursday,20,2022-01-06,Mwh
2022-01-06 21:00:00,115051,33105.0,27085.0,8771.0,4566.0,96892.0,170983.0,42495.0,2022,1,01-06,Thursday,21,2022-01-06,Mwh
2022-01-06 22:00:00,114733,36506.0,23865.0,8939.0,4624.0,96924.0,181407.0,39079.0,2022,1,01-06,Thursday,22,2022-01-06,Mwh
2022-01-06 23:00:00,119097,40373.0,17837.0,9161.0,5012.0,96930.0,191415.0,35873.0,2022,1,01-06,Thursday,23,2022-01-06,Mwh
2022-01-07 00:00:00,123118,43910.0,6079.0,9689.0,5854.0,96900.0,204992.0,33558.0,2022,1,01-07,Friday,0,2022-01-07,Mwh
2022-01-07 01:00:00,125115,44659.0,394.0,10311.0,6296.0,96900.0,214404.0,33102.0,2022,1,01-07,Friday,1,2022-01-07,Mwh
2022-01-07 02:00:00,124490,42850.0,86.0,10452.0,5997.0,96614.0,210783.0,34872.0,2022,1,01-07,Friday,2,2022-01-07,Mwh
2022-01-07 03:00:00,122804,40702.0,108.0,9451.0,5895.0,96239.0,204640.0,35618.0,2022,1,01-07,Friday,3,2022-01-07,Mwh
2022-01-07 04:00:00,119571,36953.0,106.0,9001.0,5786.0,96108.0,194675.0,36406.0,2022,1,01-07,Friday,4,2022-01-07,Mwh
2022-01-07 05:00:00,111809,33430.0,71.0,8261.0,5763.0,95261.0,183793.0,38233.0,2022,1,01-07,Friday,5,2022-01-07,Mwh
2022-01-07 06:00:00,115654,31371.0,56.0,8091.0,5546.0,95615.0,177931.0,36123.0,2022,1,01-07,Friday,6,2022-01-07,Mwh
2022-01-07 07:00:00,116204,29426.0,57.0,7527.0,5160.0,95649.0,172490.0,35965.0,2022,1,01-07,Friday,7,2022-01-07,Mwh
2022-01-07 08:00:00,115986,28123.0,32.0,7477.0,5092.0,95697.0,169793.0,36222.0,2022,1,01-07,Friday,8,2022-01-07,Mwh
2022-01-07 09:00:00,116980,26478.0,40.0,7350.0,5122.0,95749.0,170993.0,35785.0,2022,1,01-07,Friday,9,2022-01-07,Mwh
2022-01-07 10:00:00,119370,26846.0,37.0,7477.0,5180.0,95791.0,175444.0,35709.0,2022,1,01-07,Friday,10,2022-01-07,Mwh
2022-01-07 11:00:00,120443,29387.0,31.0,7929.0,5356.0,96001.0,182037.0,36954.0,2022,1,01-07,Friday,11,2022-01-07,Mwh
2022-01-07 12:00:00,123562,35148.0,38.0,8481.0,6252.0,96069.0,195840.0,38276.0,2022,1,01-07,Friday,12,2022-01-07,Mwh
2022-01-07 13:00:00,126671,39786.0,719.0,9541.0,7192.0,96057.0,208441.0,39757.0,2022,1,01-07,Friday,13,2022-01-07,Mwh
2022-01-07 14:00:00,128839,40264.0,4264.0,9817.0,7960.0,96055.0,213701.0,41906.0,2022,1,01-07,Friday,14,2022-01-07,Mwh
2022-01-07 15:00:00,128373,42894.0,11553.0,10642.0,7844.0,95889.0,206849.0,43202.0,2022,1,01-07,Friday,15,2022-01-07,Mwh
2022-01-07 16:00:00,128249,40563.0,23358.0,9976.0,7449.0,95962.0,197115.0,43028.0,2022,1,01-07,Friday,16,2022-01-07,Mwh
2022-01-07 17:00:00,126980,36941.0,30214.0,9618.0,7766.0,96071.0,186697.0,45598.0,2022,1,01-07,Friday,17,2022-01-07,Mwh
2022-01-07 18:00:00,125166,32659.0,31934.0,9426.0,7546.0,96175.0,177370.0,50135.0,2022,1,01-07,Friday,18,2022-01-07,Mwh
2022-01-07 19:00:00,122284,31002.0,32260.0,9145.0,6894.0,95623.0,168828.0,53666.0,2022,1,01-07,Friday,19,2022-01-07,Mwh
2022-01-07 20:00:00,121522,30968.0,31462.0,8959.0,5927.0,94937.0,163157.0,56893.0,2022,1,01-07,Friday,20,2022-01-07,Mwh
2022-01-07 21:00:00,120380,32933.0,27982.0,8959.0,5737.0,95019.0,160027.0,59702.0,2022,1,01-07,Friday,21,2022-01-07,Mwh
2022-01-07 22:00:00,120797,36524.0,22575.0,9204.0,5808.0,95084.0,166491.0,63428.0,2022,1,01-07,Friday,22,2022-01-07,Mwh
2022-01-07 23:00:00,122591,40142.0,14041.0,9434.0,5938.0,95166.0,175213.0,66150.0,2022,1,01-07,Friday,23,2022-01-07,Mwh
2022-01-08 00:00:00,126433,43937.0,4253.0,9784.0,6203.0,95278.0,183639.0,69628.0,2022,1,01-08,Saturday,0,2022-01-08,Mwh
2022-01-08 01:00:00,126748,45541.0,1571.0,10350.0,5675.0,95257.0,183529.0,75615.0,2022,1,01-08,Saturday,1,2022-01-08,Mwh
2022-01-08 02:00:00,125722,45561.0,190.0,9676.0,5349.0,95322.0,177624.0,79696.0,2022,1,01-08,Saturday,2,2022-01-08,Mwh
2022-01-08 03:00:00,122628,42830.0,197.0,9611.0,5053.0,94977.0,172251.0,80143.0,2022,1,01-08,Saturday,3,2022-01-08,Mwh
2022-01-08 04:00:00,120234,38074.0,189.0,9104.0,5011.0,94600.0,165193.0,80735.0,2022,1,01-08,Saturday,4,2022-01-08,Mwh
2022-01-08 05:00:00,112080,34420.0,160.0,8671.0,4858.0,94829.0,156622.0,81951.0,2022,1,01-08,Saturday,5,2022-01-08,Mwh
2022-01-08 06:00:00,114243,32701.0,135.0,8468.0,4444.0,94818.0,147304.0,80150.0,2022,1,01-08,Saturday,6,2022-01-08,Mwh
2022-01-08 07:00:00,112119,30236.0,103.0,8009.0,3932.0,94869.0,141103.0,81148.0,2022,1,01-08,Saturday,7,2022-01-08,Mwh
2022-01-08 08:00:00,110486,28717.0,108.0,7802.0,3458.0,94811.0,139205.0,81624.0,2022,1,01-08,Saturday,8,2022-01-08,Mwh
