datetime,coal,wind,hydro,solar,other,nuclear,gas,oil
2018-07-04 19:00:00,126432.0,26201.0,29012.0,111.0,7676.0,86010.0,151054.0,4197.0
2018-07-04 20:00:00,117345.0,26900.0,27410.0,98.0,7345.0,85803.0,140137.0,3957.0
2018-07-04 21:00:00,110111.0,26097.0,24960.0,50.0,7358.0,85756.0,133191.0,3943.0
2018-07-04 22:00:00,105314.0,24782.0,22577.0,42.0,7204.0,85852.0,128420.0,3911.0
2018-07-04 23:00:00,103185.0,23163.0,20730.0,58.0,7263.0,85822.0,123883.0,3877.0
2018-07-05 00:00:00,102485.0,21941.0,19955.0,275.0,7202.0,85800.0,124184.0,3893.0
2018-07-05 01:00:00,106328.0,19875.0,20235.0,879.0,7471.0,85982.0,130375.0,3877.0
2018-07-05 02:00:00,115983.0,16885.0,21231.0,1874.0,7747.0,85934.0,138974.0,4176.0
2018-07-05 03:00:00,127223.0,14852.0,22251.0,3063.0,8359.0,85871.0,151440.0,4436.0
2018-07-05 04:00:00,136760.0,13029.0,24055.0,4627.0,8345.0,85800.0,168433.0,5269.0
2018-07-05 05:00:00,142585.0,13145.0,25935.0,6368.0,8420.0,85764.0,186142.0,5964.0
2018-07-05 06:00:00,146635.0,12677.0,28949.0,10876.0,8386.0,85773.0,194381.0,6745.0
2018-07-05 07:00:00,151142.0,11484.0,30906.0,15304.0,8681.0,85841.0,204216.0,7104.0
2018-07-05 08:00:00,152322.0,11438.0,32565.0,17034.0,8696.0,85813.0,210315.0,7152.0
2018-07-05 09:00:00,153307.0,12262.0,35269.0,17676.0,8720.0,85765.0,211447.0,7292.0
2018-07-05 10:00:00,155115.0,13752.0,38008.0,17231.0,8685.0,85768.0,210126.0,6806.0
2018-07-05 11:00:00,155176.0,15296.0,38059.0,16776.0,8799.0,85681.0,207149.0,6895.0
2018-07-05 12:00:00,155314.0,17231.0,34927.0,15857.0,8676.0,85602.0,203554.0,6815.0
2018-07-05 13:00:00,153623.0,18919.0,30908.0,14989.0,8576.0,85662.0,196635.0,6724.0
2018-07-05 14:00:00,151411.0,19615.0,28064.0,13919.0,8529.0,85705.0,189007.0,6422.0
2018-07-05 15:00:00,148208.0,20910.0,27027.0,12677.0,8521.0,85667.0,180153.0,6023.0
2018-07-05 16:00:00,144205.0,21558.0,27304.0,10804.0,8397.0,85703.0,169788.0,5709.0
2018-07-05 17:00:00,137909.0,21138.0,28878.0,7786.0,7807.0,85764.0,158755.0,4973.0
2018-07-05 18:00:00,128664.0,21854.0,27992.0,2827.0,7995.0,85863.0,151318.0,4501.0
2018-07-05 19:00:00,120008.0,21666.0,26894.0,310.0,7348.0,85873.0,142810.0,4103.0
2018-07-05 20:00:00,112993.0,18718.0,25120.0,297.0,7034.0,85754.0,137394.0,3983.0
2018-07-05 21:00:00,109232.0,16904.0,22398.0,269.0,6845.0,85805.0,134191.0,3960.0
2018-07-05 22:00:00,107605.0,15030.0,21045.0,249.0,6845.0,85825.0,132723.0,3942.0
2018-07-05 23:00:00,109985.0,13377.0,19130.0,125.0,6990.0,86001.0,133528.0,3966.0
2018-07-06 00:00:00,116511.0,13325.0,18179.0,220.0,7201.0,86211.0,137722.0,4106.0
2018-07-06 01:00:00,122661.0,12902.0,18828.0,888.0,7537.0,86224.0,145653.0,4061.0
2018-07-06 02:00:00,131504.0,10903.0,19890.0,1968.0,8297.0,86241.0,158219.0,4556.0
2018-07-06 03:00:00,136905.0,9806.0,21678.0,3128.0,8593.0,86188.0,175398.0,4889.0
2018-07-06 04:00:00,142352.0,10716.0,25635.0,4511.0,8468.0,86113.0,191640.0,6314.0
2018-07-06 05:00:00,146977.0,12017.0,29579.0,6082.0,8497.0,86091.0,207416.0,6848.0
2018-07-06 06:00:00,148967.0,11452.0,33271.0,10844.0,8444.0,86076.0,220936.0,7284.0
2018-07-06 07:00:00,152669.0,11814.0,34246.0,14739.0,8446.0,86142.0,229528.0,7887.0
2018-07-06 08:00:00,155555.0,12313.0,37629.0,16909.0,8458.0,86231.0,234946.0,8792.0
2018-07-06 09:00:00,158233.0,12490.0,40876.0,17345.0,8474.0,86151.0,239052.0,9435.0
2018-07-06 10:00:00,159047.0,12684.0,42451.0,17307.0,8381.0,86219.0,240077.0,9702.0
2018-07-06 11:00:00,159311.0,12717.0,43230.0,16499.0,8341.0,86207.0,240972.0,9666.0
2018-07-06 12:00:00,158852.0,12593.0,40547.0,15741.0,8257.0,86311.0,241203.0,9221.0
2018-07-06 13:00:00,157614.0,13217.0,36561.0,14605.0,8137.0,86429.0,234219.0,8046.0
2018-07-06 14:00:00,157992.0,15025.0,34213.0,12963.0,8294.0,86532.0,226955.0,7218.0
2018-07-06 15:00:00,155277.0,15629.0,32527.0,11733.0,8052.0,86738.0,215131.0,6454.0
2018-07-06 16:00:00,151482.0,16466.0,31643.0,10001.0,8072.0,87016.0,200822.0,5800.0
2018-07-06 17:00:00,144866.0,17093.0,31663.0,6394.0,8244.0,86416.0,186730.0,4723.0
2018-07-06 18:00:00,132875.0,18253.0,30624.0,2316.0,7869.0,86368.0,172887.0,4723.0
2018-07-06 19:00:00,123404.0,19870.0,28813.0,338.0,7489.0,86441.0,160499.0,4393.0
2018-07-06 20:00:00,115107.0,20436.0,26735.0,337.0,7562.0,86461.0,150742.0,4242.0
2018-07-06 21:00:00,109869.0,20764.0,22138.0,284.0,7151.0,86379.0,143486.0,4113.0
2018-07-06 22:00:00,107632.0,20647.0,19567.0,282.0,6970.0,86381.0,138889.0,4068.0
2018-07-06 23:00:00,107322.0,20777.0,18246.0,206.0,7096.0,86485.0,138075.0,4081.0
2018-07-07 00:00:00,108704.0,20734.0,17380.0,267.0,7335.0,86393.0,142021.0,4159.0
2018-07-07 01:00:00,112361.0,19717.0,18570.0,906.0,7391.0,86390.0,146394.0,4185.0
2018-07-07 02:00:00,118183.0,18471.0,19791.0,1987.0,7584.0,86431.0,154079.0,4557.0
2018-07-07 03:00:00,125578.0,16031.0,22367.0,3214.0,7790.0,86487.0,163120.0,4833.0
2018-07-07 04:00:00,133899.0,14828.0,25218.0,4652.0,7943.0,86527.0,172973.0,5272.0
2018-07-07 05:00:00,139202.0,13869.0,30595.0,6349.0,8111.0,86546.0,182423.0,5376.0
2018-07-07 06:00:00,143875.0,13236.0,33705.0,10020.0,8185.0,86585.0,191832.0,5533.0
2018-07-07 07:00:00,147783.0,12640.0,35063.0,13903.0,8132.0,86641.0,201351.0,6033.0
2018-07-07 08:00:00,150299.0,12118.0,38445.0,15731.0,7953.0,86745.0,207217.0,6274.0
2018-07-07 09:00:00,150141.0,12404.0,40205.0,16285.0,7960.0,86772.0,212788.0,6471.0
2018-07-07 10:00:00,149980.0,12523.0,40537.0,16230.0,7897.0,86895.0,215455.0,6521.0
2018-07-07 11:00:00,148654.0,12882.0,40467.0,15525.0,7852.0,87036.0,215147.0,6500.0
2018-07-07 12:00:00,146783.0,12790.0,38827.0,14536.0,7780.0,87111.0,210369.0,6205.0
2018-07-07 13:00:00,142191.0,14344.0,36943.0,13600.0,7767.0,87199.0,202425.0,5962.0
2018-07-07 14:00:00,137774.0,16161.0,35121.0,12133.0,7878.0,87212.0,196630.0,5605.0
2018-07-07 15:00:00,131398.0,19023.0,34050.0,11200.0,7722.0,87235.0,186292.0,5211.0
2018-07-07 16:00:00,122982.0,21949.0,32542.0,9596.0,7548.0,87489.0,174802.0,4926.0
2018-07-07 17:00:00,113928.0,25636.0,31099.0,6711.0,7215.0,87626.0,160566.0,4276.0
2018-07-07 18:00:00,105719.0,25578.0,30411.0,2445.0,7108.0,87872.0,149797.0,3338.0
2018-07-07 19:00:00,99119.0,25263.0,28917.0,131.0,6828.0,88141.0,140478.0,3017.0
2018-07-07 20:00:00,92622.0,25171.0,27472.0,53.0,6705.0,88140.0,129595.0,2802.0
2018-07-07 21:00:00,89955.0,24783.0,23333.0,42.0,6662.0,88195.0,121115.0,2795.0
2018-07-07 22:00:00,88068.0,23572.0,20474.0,44.0,6780.0,88313.0,116027.0,2781.0
2018-07-07 23:00:00,85648.0,22362.0,18987.0,73.0,6862.0,88232.0,111307.0,2752.0
2018-07-08 00:00:00,84435.0,21009.0,18448.0,193.0,6861.0,88342.0,111632.0,2730.0
2018-07-08 01:00:00,85017.0,19044.0,18064.0,745.0,6957.0,88653.0,115707.0,2773.0
2018-07-08 02:00:00,89619.0,16794.0,18750.0,1424.0,7173.0,88706.0,121790.0,3060.0
2018-07-08 03:00:00,96768.0,14601.0,19302.0,2452.0,7442.0,88723.0,130991.0,3054.0
2018-07-08 04:00:00,104927.0,12384.0,21130.0,3474.0,7714.0,88627.0,141566.0,3060.0
2018-07-08 05:00:00,111221.0,10827.0,24571.0,4770.0,7832.0,88582.0,148770.0,3232.0
2018-07-08 06:00:00,118818.0,10045.0,25375.0,7822.0,7814.0,88625.0,157683.0,3327.0
2018-07-08 07:00:00,123038.0,9776.0,26323.0,11513.0,7935.0,88608.0,164705.0,3542.0
2018-07-08 08:00:00,126982.0,10528.0,28666.0,13774.0,7901.0,88509.0,172746.0,3810.0
2018-07-08 09:00:00,129406.0,11203.0,31907.0,14173.0,8053.0,88477.0,179266.0,4022.0
2018-07-08 10:00:00,132420.0,11433.0,33750.0,14441.0,8065.0,88499.0,183958.0,4146.0
2018-07-08 11:00:00,134534.0,11971.0,33486.0,14582.0,8086.0,88513.0,187475.0,4166.0
2018-07-08 12:00:00,133541.0,13239.0,34003.0,13632.0,7954.0,88476.0,186179.0,4161.0
2018-07-08 13:00:00,130518.0,13540.0,32427.0,12088.0,7921.0,88423.0,182299.0,4117.0
2018-07-08 14:00:00,126020.0,14090.0,31517.0,10634.0,7942.0,88148.0,178776.0,3917.0
2018-07-08 15:00:00,120018.0,16001.0,31795.0,8824.0,7832.0,88031.0,171769.0,3816.0
2018-07-08 16:00:00,113896.0,17361.0,31839.0,8063.0,7514.0,88042.0,161841.0,3810.0
2018-07-08 17:00:00,105798.0,19155.0,30574.0,5239.0,7230.0,88103.0,150668.0,3723.0
2018-07-08 18:00:00,97206.0,20719.0,29816.0,1815.0,7034.0,88084.0,139987.0,3663.0
2018-07-08 19:00:00,91556.0,21811.0,27954.0,175.0,6475.0,88217.0,128766.0,3111.0
2018-07-08 20:00:00,88085.0,22406.0,25645.0,39.0,6301.0,88174.0,120507.0,2738.0
2018-07-08 21:00:00,84543.0,22286.0,23497.0,32.0,6265.0,88118.0,112229.0,2655.0
2018-07-08 22:00:00,82297.0,20540.0,20751.0,31.0,6259.0,88170.0,107312.0,2614.0
2018-07-08 23:00:00,81663.0,18695.0,17583.0,51.0,6305.0,88517.0,103534.0,2577.0
2018-07-09 00:00:00,81628.0,17030.0,16960.0,262.0,6344.0,88467.0,102339.0,2561.0
2018-07-09 01:00:00,81411.0,15573.0,16658.0,931.0,6529.0,88595.0,105408.0,2585.0
2018-07-09 02:00:00,85792.0,14113.0,17083.0,2049.0,6768.0,88773.0,114103.0,2881.0
2018-07-09 03:00:00,93209.0,12076.0,18277.0,3133.0,6986.0,88733.0,123434.0,3146.0
2018-07-09 04:00:00,101902.0,10061.0,19387.0,4192.0,7195.0,88759.0,132972.0,3635.0
2018-07-09 05:00:00,111123.0,8765.0,21373.0,5806.0,7427.0,88680.0,143513.0,4074.0
2018-07-09 06:00:00,118246.0,7919.0,22804.0,9628.0,7464.0,88672.0,153336.0,4498.0
2018-07-09 07:00:00,125109.0,8097.0,24186.0,13428.0,7624.0,88592.0,162953.0,4829.0
2018-07-09 08:00:00,130431.0,8740.0,27357.0,16203.0,7680.0,88536.0,172009.0,5270.0
2018-07-09 09:00:00,133588.0,9739.0,30528.0,17487.0,7702.0,88486.0,180671.0,5428.0
2018-07-09 10:00:00,136015.0,10376.0,33825.0,17337.0,7779.0,88342.0,189282.0,5568.0
2018-07-09 11:00:00,138449.0,11502.0,37021.0,16101.0,7793.0,88322.0,194355.0,5620.0
2018-07-09 12:00:00,139656.0,12816.0,35828.0,13483.0,7752.0,88353.0,198357.0,5979.0
2018-07-09 13:00:00,139134.0,13452.0,34138.0,11992.0,7728.0,88486.0,193823.0,6194.0
2018-07-09 14:00:00,137520.0,14704.0,31862.0,10779.0,7774.0,88430.0,189397.0,5801.0
2018-07-09 15:00:00,133467.0,16779.0,30964.0,9846.0,7697.0,88327.0,181243.0,5292.0
2018-07-09 16:00:00,127078.0,20186.0,29772.0,8248.0,7493.0,88391.0,168955.0,4795.0
2018-07-09 17:00:00,116361.0,21843.0,28595.0,5768.0,7103.0,88322.0,157079.0,4412.0
2018-07-09 18:00:00,106750.0,23774.0,26805.0,2141.0,7403.0,88620.0,145101.0,4343.0
2018-07-09 19:00:00,99719.0,25582.0,25570.0,112.0,7028.0,88729.0,134541.0,4049.0
2018-07-09 20:00:00,93821.0,26340.0,23132.0,28.0,6799.0,88691.0,125159.0,3918.0
2018-07-09 21:00:00,90316.0,25800.0,20367.0,83.0,6752.0,88579.0,118896.0,3898.0
2018-07-09 22:00:00,88950.0,23746.0,18311.0,56.0,6782.0,88795.0,116111.0,3889.0
2018-07-09 23:00:00,89765.0,21877.0,17265.0,87.0,6873.0,88971.0,117972.0,4024.0
2018-07-10 00:00:00,93293.0,20465.0,15991.0,875.0,7086.0,88955.0,124556.0,4087.0
2018-07-10 01:00:00,101394.0,17519.0,17028.0,1613.0,7212.0,88865.0,134075.0,4251.0
2018-07-10 02:00:00,112500.0,15000.0,17508.0,2707.0,7396.0,88949.0,144637.0,4620.0
2018-07-10 03:00:00,122180.0,12831.0,19324.0,3872.0,7734.0,89142.0,154869.0,5000.0
2018-07-10 04:00:00,129705.0,11227.0,22069.0,5213.0,7893.0,89114.0,169249.0,5201.0
2018-07-10 05:00:00,134638.0,10491.0,25825.0,6493.0,8020.0,88911.0,186011.0,5555.0
2018-07-10 06:00:00,138391.0,9820.0,29608.0,9468.0,8253.0,88847.0,200571.0,6358.0
2018-07-10 07:00:00,142715.0,8929.0,32944.0,12713.0,8349.0,88820.0,211862.0,7222.0
2018-07-10 08:00:00,145441.0,8984.0,36589.0,15337.0,8381.0,88784.0,224406.0,8275.0
2018-07-10 09:00:00,147384.0,9874.0,39203.0,15490.0,8458.0,88761.0,231518.0,8793.0
2018-07-10 10:00:00,149332.0,11011.0,42006.0,16489.0,8526.0,88792.0,237824.0,9125.0
2018-07-10 11:00:00,149935.0,12524.0,44646.0,16121.0,8682.0,88706.0,237272.0,9287.0
2018-07-10 12:00:00,150040.0,11920.0,43571.0,13845.0,8640.0,88644.0,239090.0,9445.0
2018-07-10 13:00:00,148998.0,13219.0,41661.0,11696.0,8605.0,88658.0,235693.0,9079.0
2018-07-10 14:00:00,147722.0,15843.0,37612.0,10892.0,8519.0,88707.0,226019.0,8127.0
2018-07-10 15:00:00,145504.0,18297.0,34969.0,9764.0,8378.0,88665.0,211563.0,6890.0
2018-07-10 16:00:00,141720.0,20692.0,31381.0,8562.0,8094.0,88686.0,192097.0,6342.0
2018-07-10 17:00:00,135315.0,21676.0,30438.0,5995.0,7576.0,88656.0,174404.0,5287.0
2018-07-10 18:00:00,130326.0,21897.0,29617.0,2361.0,7224.0,88763.0,160742.0,4648.0
2018-07-10 19:00:00,111542.0,21188.0,26941.0,658.0,7043.0,88876.0,143997.0,4391.0
2018-07-10 20:00:00,102611.0,21615.0,25181.0,511.0,6870.0,88880.0,134844.0,4354.0
2018-07-10 21:00:00,97731.0,21419.0,22780.0,459.0,6848.0,88865.0,128117.0,4308.0
2018-07-10 22:00:00,94814.0,21415.0,20023.0,456.0,6843.0,88915.0,123247.0,4214.0
2018-07-10 23:00:00,97706.0,21273.0,19416.0,487.0,6929.0,88918.0,124549.0,4193.0
2018-07-11 00:00:00,103100.0,20062.0,18798.0,351.0,7329.0,89018.0,132183.0,4397.0
2018-07-11 01:00:00,110876.0,18122.0,19531.0,1079.0,7447.0,89070.0,141034.0,4443.0
2018-07-11 02:00:00,121934.0,14625.0,19983.0,2192.0,7619.0,89067.0,150917.0,4754.0
2018-07-11 03:00:00,130380.0,12525.0,21018.0,3399.0,7913.0,88987.0,163230.0,5188.0
2018-07-11 04:00:00,138203.0,11814.0,21820.0,4732.0,8060.0,88976.0,179828.0,5617.0
2018-07-11 05:00:00,144560.0,12105.0,24101.0,6494.0,8288.0,88927.0,195727.0,6563.0
2018-07-11 06:00:00,148337.0,12089.0,25864.0,9551.0,8289.0,88866.0,212308.0,7309.0
2018-07-11 07:00:00,152398.0,11601.0,28646.0,12795.0,8302.0,88843.0,226520.0,8047.0
2018-07-11 08:00:00,153990.0,12888.0,30748.0,15166.0,8504.0,88806.0,237561.0,8709.0
2018-07-11 09:00:00,154897.0,13062.0,35076.0,16976.0,8363.0,88775.0,245344.0,9450.0
2018-07-11 10:00:00,156999.0,12301.0,37332.0,17707.0,8597.0,88709.0,251957.0,10192.0
2018-07-11 11:00:00,157144.0,12491.0,38517.0,17080.0,8709.0,88665.0,253225.0,10135.0
2018-07-11 12:00:00,157105.0,13539.0,38724.0,15442.0,8907.0,88642.0,251568.0,9584.0
2018-07-11 13:00:00,156752.0,13270.0,38143.0,13641.0,9038.0,88669.0,243882.0,9101.0
2018-07-11 14:00:00,155761.0,14505.0,35214.0,13230.0,8924.0,88681.0,235470.0,8023.0
2018-07-11 15:00:00,149004.0,16623.0,33529.0,12614.0,9039.0,88702.0,221610.0,6638.0
2018-07-11 16:00:00,148215.0,19103.0,32456.0,10527.0,8604.0,88630.0,203053.0,6449.0
2018-07-11 17:00:00,140549.0,21637.0,31689.0,6942.0,8099.0,88594.0,184791.0,5629.0
2018-07-11 18:00:00,103293.0,21570.0,30504.0,2640.0,7170.0,54270.0,139142.0,4510.0
2018-07-11 19:00:00,94427.0,22842.0,29810.0,276.0,6885.0,54196.0,128444.0,4319.0
2018-07-11 20:00:00,86218.0,22978.0,28107.0,63.0,6655.0,54054.0,121873.0,4215.0
2018-07-11 21:00:00,80668.0,23184.0,25024.0,35.0,6491.0,53774.0,114594.0,4146.0
2018-07-11 22:00:00,77532.0,22062.0,22126.0,35.0,6488.0,53508.0,109580.0,4057.0
2018-07-11 23:00:00,77536.0,21511.0,19607.0,41.0,6625.0,53244.0,107440.0,3925.0
2018-07-12 00:00:00,79427.0,20519.0,19328.0,59.0,6775.0,53191.0,110997.0,4053.0
2018-07-12 01:00:00,82820.0,19157.0,18822.0,468.0,6882.0,53124.0,116114.0,4433.0
2018-07-12 02:00:00,87617.0,17104.0,19770.0,1380.0,7538.0,53155.0,122430.0,4548.0
2018-07-12 03:00:00,94987.0,14213.0,20183.0,2705.0,7930.0,53103.0,130425.0,4838.0
2018-07-12 04:00:00,103065.0,11816.0,22085.0,4385.0,8079.0,53092.0,141481.0,4978.0
2018-07-12 05:00:00,109256.0,10861.0,25831.0,5826.0,8318.0,53072.0,153238.0,5355.0
2018-07-12 06:00:00,112937.0,9885.0,28497.0,9073.0,7770.0,53026.0,165930.0,6075.0
2018-07-12 07:00:00,116284.0,9182.0,30694.0,11823.0,7788.0,53022.0,178436.0,6494.0
2018-07-12 08:00:00,117868.0,10670.0,32808.0,13848.0,7797.0,52994.0,186921.0,6779.0
2018-07-12 09:00:00,118680.0,13483.0,36378.0,15614.0,8033.0,52979.0,190039.0,7137.0
2018-07-12 10:00:00,119159.0,14182.0,38856.0,15336.0,8141.0,53000.0,195393.0,7586.0
2018-07-12 11:00:00,119537.0,14363.0,40736.0,16276.0,8152.0,53006.0,196966.0,7613.0
2018-07-12 12:00:00,119959.0,14610.0,39750.0,16037.0,8068.0,53037.0,198098.0,7455.0
2018-07-12 13:00:00,119868.0,14543.0,40172.0,14548.0,8092.0,53015.0,195902.0,7098.0
2018-07-12 14:00:00,115714.0,14979.0,38221.0,12255.0,8432.0,52974.0,190961.0,6027.0
2018-07-12 15:00:00,119048.0,16527.0,37275.0,9841.0,8275.0,52869.0,180931.0,5693.0
2018-07-12 16:00:00,115582.0,17783.0,36441.0,7029.0,8093.0,52952.0,169781.0,5358.0
2018-07-12 17:00:00,110567.0,19616.0,34575.0,5149.0,7470.0,53046.0,157713.0,4685.0
