datetime,data,type,unit,network,region
2016-04-02 04:00:00,0.0,pumps,MW,nem,NSW1
2016-04-02 04:05:00,0.0,pumps,MW,nem,NSW1
2016-04-02 04:10:00,0.0,pumps,MW,nem,NSW1
2016-04-02 04:15:00,0.0,pumps,MW,nem,NSW1
2016-04-02 04:20:00,0.0,pumps,MW,nem,NSW1
2016-04-02 04:25:00,0.0,pumps,MW,nem,NSW1
2016-04-02 04:30:00,0.0,pumps,MW,nem,NSW1
2016-04-02 04:35:00,0.0,pumps,MW,nem,NSW1
2016-04-02 04:40:00,0.0,pumps,MW,nem,NSW1
2016-04-02 04:45:00,0.0,pumps,MW,nem,NSW1
2016-04-02 04:50:00,0.0,pumps,MW,nem,NSW1
2016-04-02 04:55:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:00:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:05:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:10:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:15:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:20:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:25:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:30:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:35:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:40:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:45:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:50:00,0.0,pumps,MW,nem,NSW1
2016-04-02 05:55:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:00:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:05:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:10:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:15:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:20:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:25:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:30:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:35:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:40:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:45:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:50:00,0.0,pumps,MW,nem,NSW1
2016-04-02 06:55:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:00:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:05:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:10:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:15:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:20:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:25:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:30:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:35:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:40:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:45:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:50:00,0.0,pumps,MW,nem,NSW1
2016-04-02 07:55:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:00:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:05:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:10:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:15:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:20:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:25:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:30:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:35:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:40:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:45:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:50:00,0.0,pumps,MW,nem,NSW1
2016-04-02 08:55:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:00:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:05:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:10:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:15:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:20:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:25:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:30:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:35:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:40:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:45:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:50:00,0.0,pumps,MW,nem,NSW1
2016-04-02 09:55:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:00:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:05:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:10:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:15:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:20:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:25:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:30:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:35:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:40:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:45:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:50:00,0.0,pumps,MW,nem,NSW1
2016-04-02 10:55:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:00:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:05:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:10:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:15:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:20:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:25:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:30:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:35:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:40:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:45:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:50:00,0.0,pumps,MW,nem,NSW1
2016-04-02 11:55:00,0.0,pumps,MW,nem,NSW1
2016-04-02 12:00:00,0.0,pumps,MW,nem,NSW1
2016-04-02 12:05:00,0.0,pumps,MW,nem,NSW1
2016-04-02 12:10:00,0.0,pumps,MW,nem,NSW1
2016-04-02 12:15:00,0.0,pumps,MW,nem,NSW1
